pid,Name,Pos,DraftPick,Age,Salary,Team,Season,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,STL,BLK,BA,PF,PTS,AtRimFG,AtRimFGA,AtRimFGP,LowPostFG,LowPostFGA,LowPostFGP,MidRangeFG,MidRangeFGA,MidRangeFGP,DD,TD,QD,5x5,PER,EWA,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,+/-,On-Off,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Ovr,Pot,Hgt,Str,Spd,Jmp,End,Ins,Dnk,FT,2Pt,3Pt,oIQ,dIQ,Drb,Pss,Reb
1766,Luke Spriggs,G,,19,1,MON,2068,60,0,13.632006102922043,1.2666666666666666,3.2,39.58333333333333,0.06666666666666667,0.18333333333333332,36.36363636363637,1.2,3.0166666666666666,39.77900552486188,40.625,0.36666666666666664,0.6333333333333333,57.89473684210527,0.2,0.8333333333333334,1.0333333333333334,1.1333333333333333,1.25,0.31666666666666665,0.1,0.13333333333333333,1.0333333333333334,2.966666666666667,0.45,0.9166666666666666,49.09090909090909,0.31666666666666665,1.05,30.158730158730158,0.43333333333333335,1.05,41.269841269841265,0,0,0,0,3.7790303985149127,-2.269332540912926,42.640858566500576,0.057291666666666664,0.19791666666666666,1.4600380860488278,6.265347302825189,3.8273099828127792,11.752093871356639,1.1159381016211363,0.5031376781406653,26.434512900042296,14.567552819530322,-12.09911835015241,-8.837597720790855,73.09495807116177,105.05584035874031,-1.335223341435758,0.009470199755324052,-1.3257531416804338,-0.07780237958645024,-6.27421479508757,-2.6208460702525294,-8.895060865340099,-1.4328279237263732,27,54,31,31,58,72,32,25,26,33,27,29,21,24,48,47,38
1767,John Pope,FC,,19,1,BAL,2068,48,0,5.044431979861874,0.7083333333333334,1.1875,59.64912280701754,0.041666666666666664,0.08333333333333333,50,0.6666666666666666,1.1041666666666667,60.37735849056604,61.40350877192983,0.0625,0.08333333333333333,75,0.16666666666666666,0.5625,0.7291666666666666,0.16666666666666666,0.4583333333333333,0.020833333333333332,0,0.0625,0.5416666666666666,1.5208333333333333,0.4583333333333333,0.6666666666666666,68.75,0.16666666666666666,0.2916666666666667,57.14285714285714,0.041666666666666664,0.14583333333333334,28.57142857142857,0,0,0,0,7.367997172183799,-0.354839170188951,62.11708645336964,0.07017543859649122,0.07017543859649122,3.395619396737018,11.435814721338776,7.420001354947987,5.0329614481268905,0.19600257862042883,0,27.24120851906885,13.862480038928824,-12.936170135522358,-9.29773095387427,90.31583687885164,105.83918722244856,0.016365842085127633,-0.02245513961634234,-0.006089297531214708,-0.0012071324493072944,-3.7304823432044216,-2.299305682855076,-6.029788026059498,-0.24704454292139613,18,37,65,40,33,33,26,32,37,17,22,22,11,12,15,14,23
1768,King Basford,SF,,22,1,BEL,2068,60,60,37.31789653828977,7.05,17.483333333333334,40.324118207816966,2.6666666666666665,7.033333333333333,37.91469194312796,4.383333333333334,10.45,41.94577352472089,47.950428979980934,3.716666666666667,4.65,79.92831541218638,2.066666666666667,7.5,9.566666666666666,7.45,2.05,1.7166666666666666,0.55,0.7,2.6,20.483333333333334,2.3,4.183333333333334,54.980079681274894,0.8333333333333334,2.683333333333333,31.05590062111801,1.25,3.5833333333333335,34.883720930232556,37,5,0,0,25.10709833541185,13.017461120131921,52.44247968867345,0.4022878932316492,0.2659675881792183,5.676992610360131,19.29901581558151,12.710418850703533,32.669252600962835,2.1922065006825973,1.007327056946528,9.499830084339955,24.1449663711182,10.556644891776216,3.4183437760968025,113.43039906676249,88.39044498207704,8.848906631834918,4.995124977393625,13.844031609228544,0.29678053466971743,7.422618896887933,4.155879237738965,11.578498134626898,7.671133552232702,58,68,50,46,54,59,53,29,48,51,54,53,49,53,71,55,55
1769,Aubrey Dickerson,PF,,19,1,BAL,2068,60,60,33.190916735870324,6.616666666666666,13.616666666666667,48.592411260709916,0.31666666666666665,1.0666666666666667,29.6875,6.3,12.55,50.199203187250994,49.75520195838433,3.3833333333333333,5.133333333333334,65.9090909090909,3.6166666666666667,8.35,11.966666666666667,3.75,4.15,0.9333333333333333,0.6333333333333333,0.4666666666666667,2.816666666666667,16.933333333333334,4.433333333333334,7,63.33333333333333,1.6,4.566666666666666,35.03649635036496,0.26666666666666666,0.9833333333333333,27.11864406779661,40,0,0,0,19.79929540147669,6.578178451028163,53.33221349682946,0.07833537331701346,0.3769889840881273,11.198807050570624,25.80025994598336,18.507314023798525,18.90816299658578,1.3345437676554601,1.287245786697232,20.72374991677209,25.076021716541707,-0.1191556934808326,13.824587935143818,96.98676042787679,98.31798308908964,2.561937212613831,1.809935269330935,4.371872481944766,0.1053751546963441,1.6159906294788282,-0.6367570311352573,0.9792335983435709,1.5021545256045339,40,65,61,49,52,48,16,45,60,31,28,34,35,31,44,54,66
1770,TJ Elder,PG,,21,1,LAE,2068,60,60,35.8041298826952,4.483333333333333,13.6,32.96568627450981,0.9333333333333333,3.5,26.666666666666668,3.55,10.1,35.148514851485146,36.39705882352941,2.2333333333333334,2.6,85.8974358974359,0.6333333333333333,2.5166666666666666,3.15,8.583333333333334,1.7,1.5,0.13333333333333333,0.6166666666666667,1.7666666666666666,12.133333333333333,0.7,1.45,48.275862068965516,0.7333333333333333,2.75,26.666666666666668,2.1166666666666667,5.9,35.87570621468927,13,0,0,0,14.872979173106115,3.3114901336564735,41.14668113582927,0.25735294117647056,0.19117647058823528,1.7483150527576554,7.190713137901918,4.42265399701449,37.406907353323504,2.0018067450864727,0.2538867515557733,10.338117246412065,19.227340373661402,-8.496557514078585,-1.9903705508615206,97.44182290297064,103.15778986085255,2.290362887193147,0.5678667028227495,2.8582295900158963,0.06386368498562132,1.0525504180428014,0.08795419164064722,1.1405046096834486,1.7081396142818024,46,64,19,43,72,72,43,19,33,56,53,43,52,36,61,58,39
1771,Eric Scott,PG,,19,1,BEL,2068,60,60,38.44832332609922,4.783333333333333,12.766666666666667,37.467362924281986,1.8333333333333333,4.9,37.41496598639456,2.95,7.866666666666666,37.5,44.64751958224543,1.2,1.4833333333333334,80.89887640449437,0.43333333333333335,1.5166666666666666,1.95,1.4333333333333333,3.1333333333333333,1.4166666666666667,0.13333333333333333,0.5333333333333333,1.5333333333333334,12.6,0.2833333333333333,0.7833333333333333,36.17021276595745,0.48333333333333334,1.8,26.851851851851855,2.183333333333333,5.283333333333333,41.32492113564668,0,0,0,0,6.4206261641511935,-4.204638707386129,46.94719062049779,0.3838120104438642,0.11618798955613577,1.1553398210539167,3.787946105352767,2.5146270459782674,5.518057291907435,1.7559126716406521,0.23702071130814775,18.929477626968467,17.97613419098041,11.96086395810856,10.675268701197124,80.81036891660217,95.47560063354955,-2.2954487055921016,2.9698269287712082,0.6743782231791067,0.014031888308041354,-4.087498108889492,-1.7049384785413944,-5.7924365874308865,-2.207427170674531,37,70,19,48,79,74,39,27,32,56,44,62,24,32,40,43,26
1772,Jeff Johnson,FC,,19,1,KEN,2068,60,60,29.796269781495837,3.75,7.133333333333334,52.570093457943926,0.11666666666666667,0.43333333333333335,26.923076923076923,3.6333333333333333,6.7,54.22885572139303,53.387850467289724,1.0166666666666666,1.6833333333333333,60.396039603960396,2.933333333333333,7.983333333333333,10.916666666666666,1.4333333333333333,1.6666666666666667,0.48333333333333334,0.6166666666666667,0.31666666666666665,3.5,8.633333333333333,2.4833333333333334,3.75,66.22222222222223,1.0333333333333334,2.6,39.743589743589745,0.11666666666666667,0.35,33.33333333333333,17,0,0,0,14.248261537351679,2.275731668028949,54.821776310219285,0.06074766355140187,0.23598130841121495,10.006812119319813,28.482361690434434,19.03768458482791,7.201929668984075,0.7884731493738316,1.4276569583723278,17.46907972887988,13.657053368161579,0.2718872927354469,6.652505002053144,104.9448933378225,99.66856569507802,2.6216331822469816,1.3032803378022286,3.92491352004921,0.10537999686085997,-1.308665808363135,-1.5520626209244064,-2.8607284292875415,-0.3882564649100452,32,61,63,48,47,50,19,37,39,30,22,26,29,24,34,34,48
1773,Noah Villard,FC,,21,1,TOR,2068,60,60,34.39868988505072,6.883333333333334,14.2,48.47417840375587,0.31666666666666665,1.4333333333333333,22.093023255813954,6.566666666666666,12.766666666666667,51.43603133159269,49.58920187793427,3.2,4.433333333333334,72.18045112781954,1.7333333333333334,6.516666666666667,8.25,1.3,2.6666666666666665,1.6,0.5166666666666667,0.6666666666666666,2.716666666666667,17.283333333333335,3.816666666666667,5.85,65.24216524216524,2.2666666666666666,5.666666666666667,40,0.48333333333333334,1.25,38.666666666666664,15,0,0,0,17.349465776292927,5.174767037138881,53.50656319656567,0.10093896713615023,0.31220657276995306,5.212086655521609,18.304801954489122,11.981371263855548,6.018592607293915,2.213822909192683,1.0459677330429766,14.17133139658471,22.71236453472471,11.39196371470111,2.7495574050419544,99.08276467793993,89.60569148401918,2.841824608585831,4.270369025150948,7.112193633736778,0.16540615139712414,0.2316849356470394,1.043108660645622,1.2747935962926613,1.711262527147071,48,66,60,54,45,42,53,59,46,46,38,35,48,47,35,31,41
1774,Andrew Rollins,GF,,20,1,LAE,2068,60,60,34.562681147612416,6.633333333333334,15.95,41.588296760710556,1.2666666666666666,4.15,30.522088353413658,5.366666666666666,11.8,45.48022598870056,45.55903866248694,2.35,3.1666666666666665,74.21052631578947,1.4833333333333334,4.883333333333334,6.366666666666666,1.1166666666666667,1.9833333333333334,1.0833333333333333,0.7166666666666667,0.65,2.7666666666666666,16.883333333333333,2.533333333333333,4.316666666666666,58.68725868725869,0.8,2.2666666666666666,35.294117647058826,2.033333333333333,5.216666666666667,38.977635782747605,8,0,0,0,14.272427809398442,3.113676884265656,48.673842014222565,0.2601880877742947,0.19853709508881923,4.241815804324852,14.454009496553004,9.259983691008543,5.627001716419482,1.4976788421903517,1.4136575159749152,10.262159365298379,23.409622034467688,-8.340919086330297,-1.2576788516823045,93.99346679715372,101.11786756600985,1.3391952022261453,1.1115222750713325,2.450717477297478,0.056725170523219626,-0.3676396432028488,-1.4932897695128853,-1.860929412715734,0.07301860289961416,43,64,46,47,60,69,39,28,60,47,49,44,35,37,42,34,34
1775,Mike Prince,GF,,23,1,SIN,2068,60,53,26.089224179643345,2.25,5.283333333333333,42.586750788643535,0.5,1.5,33.33333333333333,1.75,3.783333333333333,46.25550660792951,47.3186119873817,0.5333333333333333,0.8166666666666667,65.3061224489796,0.6,2.15,2.75,0.7166666666666667,0.55,0.8166666666666667,0.11666666666666667,0.3333333333333333,2.0166666666666666,5.533333333333333,1.2833333333333334,2.5833333333333335,49.67741935483871,0.3333333333333333,0.8,41.66666666666667,0.13333333333333333,0.4,33.33333333333333,0,0,0,0,7.446260016327275,-1.9025601676508206,49.03119092627599,0.28391167192429023,0.15457413249211358,2.2242451380426176,8.289798338319052,5.197413242365435,4.10796534173034,1.5029185960556783,0.3060792324203762,8.881472709656583,9.955887490509616,-4.876817482044787,2.072266071912841,98.52941525560679,101.2870220481839,0.8882920950068931,0.8037579159357486,1.6920500109426417,0.05188502346537077,-4.503487618940366,-1.0112465848221204,-5.514734203762487,-1.3953928176267585,29,35,39,26,42,49,46,6,34,28,25,44,31,37,35,28,32
1776,Jurijs Ivanovs,PG,,20,1,SIN,2068,60,60,38.2043181708576,7.95,21.55,36.89095127610209,3,8.9,33.70786516853933,4.95,12.65,39.130434782608695,43.851508120649655,3.066666666666667,3.933333333333333,77.96610169491525,0.6166666666666667,2.783333333333333,3.4,7.1,3.3,1.4833333333333334,0.1,0.8166666666666667,1.5333333333333334,21.966666666666665,0.8666666666666667,1.4833333333333334,58.42696629213483,1.1666666666666667,3.9833333333333334,29.288702928870293,2.9166666666666665,7.183333333333334,40.60324825986079,9,0,0,0,17.953608863696,6.344068906611047,47.17791586724321,0.41299303944315546,0.18252126836813612,1.561099499685315,7.328573333547589,4.388157259985607,33.98439325719641,1.864138156854508,0.17915782658694984,12.41503849915979,29.182121197928648,-6.262666389397094,-2.1316485915352863,96.22455639278859,101.07796168312152,2.9505073038638665,1.2408174589578378,4.191324762821704,0.08776651359832645,4.092219500716726,0.2948343634937194,4.387053864210445,3.7132643057450583,55,71,22,52,72,79,55,44,37,50,57,62,53,39,57,54,43
1777,Jordan Farr,GF,,22,1,LAE,2068,60,60,36.56571231283858,4.666666666666667,12.05,38.72752420470263,1.2166666666666666,3.783333333333333,32.158590308370044,3.45,8.266666666666667,41.733870967741936,43.77593360995851,1.6166666666666667,2.3666666666666667,68.30985915492957,1.6333333333333333,5.25,6.883333333333334,3.4,3.0166666666666666,1.2833333333333334,0.8,0.4,2.533333333333333,12.166666666666666,1.3166666666666667,2.3333333333333335,56.42857142857143,0.4166666666666667,1.3833333333333333,30.120481927710845,1.7166666666666666,4.55,37.72893772893773,7,0,0,0,11.309995884655011,0.7072973490836614,46.468401486988846,0.313969571230982,0.19640387275242047,4.414903971949992,14.68806737368344,9.463031752415638,14.563548476379134,1.6769860496542603,1.4915931324559732,18.727754324973098,18.442188351203544,-8.99474335313668,-4.189481218037945,87.3110038722942,100.66755537543956,-0.6133633296503517,1.3075042993686221,0.6941409697182704,0.015186707454886381,-1.4675307922829965,-0.6233314409085295,-2.090862233191526,-0.05047173687376856,44,57,45,30,61,72,58,20,21,41,54,46,34,37,52,49,40
1778,Rich Creer,GF,,21,1,BAL,2068,60,60,33.47446698622311,4.716666666666667,11.1,42.492492492492495,0.6833333333333333,2.0166666666666666,33.88429752066116,4.033333333333333,9.083333333333334,44.403669724770644,45.570570570570574,2.1,2.95,71.1864406779661,1.25,4.6,5.85,5.216666666666667,2.1333333333333333,1.1333333333333333,0.25,0.6166666666666667,2.2,12.216666666666667,2.6333333333333333,4.866666666666666,54.109589041095894,1.2166666666666666,3.6,33.7962962962963,0.18333333333333332,0.6166666666666667,29.72972972972973,4,0,0,0,15.259900991794533,3.805018474209355,49.26869925256762,0.1816816816816817,0.26576576576576577,3.8377693399993116,14.092920927397897,8.970809690494733,23.75676105445964,1.6067906079506848,0.5038192056058853,14.68091939257696,18.04221799479583,-7.5377382894274385,-10.229565779147041,100.91258234286693,101.84570685735933,2.841599430115414,0.8818540100210847,3.7234534401364985,0.08898611450139446,0.6589942610254669,0.3865852062402704,1.0455794672657373,1.5487253675054602,36,54,42,28,45,44,29,31,32,37,32,37,49,43,50,46,44
1779,Drew Perry,G,,19,1,LAE,2068,46,0,6.0776931085646,0.6739130434782609,1.4130434782608696,47.69230769230769,0.15217391304347827,0.30434782608695654,50,0.5217391304347826,1.108695652173913,47.05882352941176,53.07692307692308,0.08695652173913043,0.10869565217391304,80,0.021739130434782608,0.3695652173913043,0.391304347826087,0.8043478260869565,0.43478260869565216,0.043478260869565216,0,0.043478260869565216,0.6521739130434783,1.5869565217391304,0.1956521739130435,0.2608695652173913,75,0.10869565217391304,0.1956521739130435,55.55555555555556,0.21739130434782608,0.6521739130434783,33.33333333333333,0,0,0,0,7.7380780555312665,-0.33514615454323465,54.31547619047619,0.2153846153846154,0.07692307692307693,0.3535280486284078,6.220591943795007,3.2365434432788933,20.198849887040385,0.3418199532020277,0,22.93577981651376,13.057641982217232,-17.09099759896907,-10.080459060660354,95.25969369982356,106.8338376060657,0.1442024036475181,-0.06295874009749453,0.08124366355002358,0.013948712979335125,-3.725092171284933,-1.9953842647910491,-5.720476436075982,-0.26335084238966716,17,42,29,10,26,19,10,21,4,43,44,43,29,21,57,41,31
1780,Israel Tobler,F,,20,1,BEL,2068,60,1,30.08097155127268,6.316666666666666,13.933333333333334,45.334928229665074,0.35,1.2,29.166666666666668,5.966666666666667,12.733333333333333,46.8586387434555,46.590909090909086,2.1666666666666665,3.4,63.725490196078425,1.4,4.65,6.05,1,3.316666666666667,1.35,0.4166666666666667,0.7333333333333333,2.4166666666666665,15.15,3.1,5.083333333333333,60.983606557377044,2.1333333333333333,5.85,36.46723646723647,0.7333333333333333,1.8,40.74074074074074,5,0,0,0,12.985117385063786,1.426012169218879,49.09479778776357,0.0861244019138756,0.24401913875598086,4.770910035419456,14.844041125694803,9.971945407727807,5.634402579422403,2.1387230635707435,0.9467206835208719,17.692663323731285,26.02091064541302,8.528488261118532,-3.3076826631447585,85.6844421868004,90.05626104086018,-1.1598128385560023,3.6260582009236333,2.466245362367631,0.06558951350793822,-2.6035397837627876,-0.3447872027547243,-2.948326986517512,-0.4318576516817142,41,66,52,53,35,44,45,63,41,40,38,33,40,52,35,33,42
1781,Chase Robinson,SF,,21,1,MON,2068,60,60,31.853028900968482,5.5,12.883333333333333,42.690815006468306,0.31666666666666665,1.1333333333333333,27.941176470588236,5.183333333333334,11.75,44.11347517730497,43.91979301423027,2.1666666666666665,3.566666666666667,60.747663551401864,2.033333333333333,5.516666666666667,7.55,1.0333333333333334,1.85,1.1166666666666667,0.65,0.5166666666666667,2.75,13.483333333333333,2.8833333333333333,5,57.666666666666664,0.9833333333333333,3.2,30.729166666666668,1.3166666666666667,3.55,37.08920187793427,10,0,0,0,13.406927895675768,2.211210943856519,46.64652428617556,0.08796895213454076,0.276843467011643,6.352604320325595,17.750564771309644,11.967658469565635,5.16835072200021,1.6841095707978877,1.3996170813852413,11.347836754723154,21.49391789970911,-5.278552383320999,1.4650835618326794,91.65141463394126,99.68514246620182,0.5464638152376283,1.3890234447201704,1.9354872599577986,0.04861044181324811,-1.6028083106842894,-1.0978311639808185,-2.700639474665108,-0.34020563164144413,40,58,49,39,60,60,38,30,47,38,41,35,35,35,46,40,44
1782,Justin Mathis,C,,19,1,KEN,2068,60,0,23.384420599590612,3.1333333333333333,5.566666666666666,56.287425149700596,0.016666666666666666,0.18333333333333332,9.090909090909092,3.1166666666666667,5.383333333333334,57.89473684210527,56.43712574850299,0.6,0.9,66.66666666666666,3.683333333333333,7.566666666666666,11.25,1.1,2.3833333333333333,0.48333333333333334,1.1833333333333333,0.31666666666666665,3.3,6.883333333333334,2.1166666666666667,3.283333333333333,64.46700507614213,0.95,1.9833333333333334,47.89915966386555,0.05,0.11666666666666667,42.857142857142854,10,0,0,0,16.557941312259622,3.3271165505326765,57.72025939177102,0.03293413173652695,0.16167664670658682,16.01071164028652,34.39787552683218,24.9983810691517,7.129404573650008,1.0046671275926182,3.490726115175117,28.556593977154726,15.222709100128444,-4.9540482463223805,-5.181347088843409,98.66771457574875,95.85880633281914,1.43601546888901,1.734660473711068,3.170675942600078,0.10847139629897307,-1.8593268654357868,-1.0150617897208272,-2.874388655156614,-0.30954356386436516,29,61,83,33,29,31,14,43,28,24,18,17,20,33,36,39,48
1783,Ken Mayfield,SF,,23,1,NYC,2068,60,60,33.65739223826266,6.6,14.666666666666666,45,0.4666666666666667,1.35,34.5679012345679,6.133333333333334,13.316666666666666,46.057571964956196,46.590909090909086,2.75,3.9,70.51282051282051,1.45,5.166666666666667,6.616666666666666,1.7833333333333334,2.7333333333333334,1.05,0.13333333333333333,0.6666666666666666,2.7,16.416666666666668,2.966666666666667,5.166666666666667,57.41935483870968,2.3666666666666667,5.866666666666666,40.340909090909086,0.8,2.283333333333333,35.03649635036496,11,0,0,0,13.908902215783412,2.739934542770268,50.10376821030357,0.09204545454545454,0.26590909090909093,4.4134915035626285,16.15575614595338,10.205526478954223,8.921941651993604,1.4747141312952898,0.2671808266001459,14.29866778266025,23.655658283502664,-10.48685603957356,-2.396114472215884,92.85749416207257,103.92661737478387,1.004471553939826,0.3270602870663533,1.3315318410061792,0.03164907920566601,-1.2161959623382481,-2.1580340724010743,-3.3742300347393224,-0.702636498849878,39,52,44,44,33,29,51,55,50,41,44,34,54,48,32,35,42
1784,Nick Knox,C,,22,1,BOS,2068,60,60,29.406098521611092,5.45,10.666666666666666,51.09375000000001,0.1,0.5833333333333334,17.142857142857142,5.35,10.083333333333334,53.05785123966942,51.5625,1.9666666666666666,3.3333333333333335,59,2.316666666666667,6.266666666666667,8.583333333333334,0.8833333333333333,2.6666666666666665,1.2833333333333334,1.4833333333333334,0.48333333333333334,2.6333333333333333,12.966666666666667,3.6166666666666667,5.616666666666666,64.39169139465875,1.6666666666666667,4.3,38.759689922480625,0.06666666666666667,0.16666666666666666,40,19,0,0,0,17.025930921918672,4.512514812728542,53.434065934065934,0.0546875,0.3125,8.093450617757266,21.34764204066573,14.804139687870348,4.624590313721777,2.0766059134540824,3.530769662125777,18.01801801801802,20.807909048490885,5.636501761895018,-5.600260828346045,95.13087308107691,88.24908752955095,1.326768305797856,3.9693175436592742,5.29608584945713,0.14408129240442932,-0.5065967704792143,1.376916578007656,0.8703198075284417,1.2799935354292067,45,57,69,39,37,38,51,52,40,25,23,23,40,56,41,34,51
1786,Mike Kincaid,GF,,19,1,LAE,2068,59,0,9.270237235679772,1.1016949152542372,2.288135593220339,48.148148148148145,0.03389830508474576,0.1016949152542373,33.33333333333333,1.0677966101694916,2.1864406779661016,48.837209302325576,48.888888888888886,0.3050847457627119,0.5254237288135594,58.06451612903226,0.6949152542372882,1.6779661016949152,2.3728813559322033,0.3050847457627119,1.1016949152542372,0.13559322033898305,0.0847457627118644,0.06779661016949153,1.2372881355932204,2.542372881355932,0.6949152542372882,1.0508474576271187,66.12903225806451,0.2542372881355932,0.7457627118644068,34.090909090909086,0.11864406779661017,0.3898305084745763,30.434782608695656,0,0,0,0,6.131714672217621,-0.9509283330544192,50.457481162540375,0.044444444444444446,0.22962962962962963,7.409032011184899,18.51704684195778,12.867397274175573,5.084626436818791,0.6988937232496119,0.6232489715333416,30.425014042314174,16.352515881530003,-12.23064013450643,-5.235837517319414,77.50820100975129,101.98420967776866,-0.7406920494467402,0.2300576261315106,-0.5106344233152296,-0.04481345888760805,-6.213212311630497,-1.8893808947387756,-8.102593206369272,-0.8450780791080249,20,48,38,36,33,36,19,33,37,28,23,22,19,20,40,45,63
1787,Raphael Chambers,SF,,19,1,HOU,2068,60,0,12.768016240253367,1.2833333333333334,3.15,40.74074074074074,0.4166666666666667,0.95,43.859649122807014,0.8666666666666667,2.2,39.39393939393939,47.354497354497354,0.3333333333333333,0.45,74.07407407407408,0.4,1.5833333333333333,1.9833333333333334,0.4666666666666667,0.85,0.11666666666666667,0.08333333333333333,0.21666666666666667,1.5833333333333333,3.316666666666667,0.5,0.9666666666666667,51.724137931034484,0.11666666666666667,0.5166666666666667,22.58064516129032,0.25,0.7166666666666667,34.883720930232556,0,0,0,0,5.582442105097463,-1.4994020075104897,49.532058940661095,0.30158730158730157,0.14285714285714285,3.1546216821514586,12.465365262407655,7.814038104590702,5.240726727869882,0.4397431132400971,0.450843938210125,20.247737017627443,13.878733325838724,-0.06282044466658294,-5.917677606274745,86.57963543175454,98.6808279115478,-0.2079688382926422,0.659236496653204,0.4512676583605618,0.028274879973154355,-4.294349981895108,-0.8575180357977681,-5.151868017692876,-0.6102833621194039,25,48,51,29,44,44,9,27,30,49,39,44,27,18,39,31,33
1788,Grant Bates,PG,,23,1,KEN,2068,60,60,42.30803041109388,11.066666666666666,29.7,37.2615039281706,4.4,12.666666666666666,34.73684210526316,6.666666666666667,17.033333333333335,39.138943248532286,44.668911335578,5.183333333333334,6.383333333333334,81.20104438642298,0.8833333333333333,2.5833333333333335,3.466666666666667,8.2,3.45,3.783333333333333,0.13333333333333333,1.4,0.8,31.716666666666665,0.2833333333333333,0.7333333333333333,38.63636363636363,2.2,6.4,34.375,4.183333333333334,9.9,42.255892255892256,22,0,0,0,26.45376313914511,15.613570886132365,48.78186329799233,0.4264870931537598,0.2149270482603816,2.1222573072912407,6.4909949589428715,4.257701907489349,36.41667698050985,4.346641855985029,0.21739583497125503,9.59434906744781,36.251080334628234,-2.1063022201321595,1.3894872445750113,101.5693650402281,99.9992618830527,7.188169009827941,1.7387504699006755,8.926919479728618,0.16879858302054787,8.575921171090808,1.948675641341005,10.524596812431813,8.021899420429556,69,74,0,69,79,77,89,61,64,61,66,61,67,72,81,77,52
1801,Blake Dingle Jr.,FC,,18,1,NYC,2068,60,0,17.95325333251167,2.316666666666667,4.166666666666667,55.60000000000001,0,0.08333333333333333,0,2.316666666666667,4.083333333333333,56.734693877551024,55.60000000000001,0.3333333333333333,0.85,39.21568627450981,1.9,4.516666666666667,6.416666666666667,0.7166666666666667,2.5,0.36666666666666664,0.26666666666666666,0.2,1.6333333333333333,4.966666666666667,1.6833333333333333,2.5833333333333335,65.16129032258064,0.6333333333333333,1.5,42.22222222222222,0,0,0,3,0,0,0,9.460143162583522,-0.6816263299000326,54.6909411246513,0.02,0.204,10.841895036549573,26.47720824672193,18.554230239555373,6.0397759860918,0.965444422867737,1.0017805366941013,35.508001136256034,16.333870369028126,-7.723555375771834,3.2546173596557995,79.02693294752008,101.7829634562467,-1.3177315425728264,0.4819623925087125,-0.835769150064114,-0.03724201445096812,-4.546386772126331,-2.1453141783641385,-6.691700950490469,-1.2795707005174686,25,56,59,35,32,30,14,46,31,10,9,12,26,37,41,33,60
1803,Jose Olivera,PF,,19,1,BEL,2068,60,59,31.010182862613007,4.2,8.883333333333333,47.27954971857411,0.2,0.5166666666666667,38.70967741935484,4,8.366666666666667,47.808764940239044,48.405253283302066,2,3.3833333333333333,59.11330049261084,2.3666666666666667,6.8,9.166666666666666,1.7166666666666666,1.8166666666666667,0.9833333333333333,0.6333333333333333,0.4166666666666667,3.0833333333333335,10.6,2.8,4.616666666666666,60.64981949458483,1.15,3.5833333333333335,32.093023255813954,0.05,0.16666666666666666,30,16,0,0,0,14.333382773914966,2.098238040331482,51.099112996529115,0.058161350844277676,0.3808630393996248,7.823441099386881,21.056958462427758,14.656271059445599,8.330039211203289,1.5111552255985778,1.395895750525785,14.90455614505278,16.411852706134173,9.374284953759675,-1.1252483889371252,100.1431760133251,88.75764317236282,2.187158873930905,4.059833806751017,6.246992680681922,0.16115977666712883,-0.9911111133981185,0.8008644547459411,-0.19024665865217738,0.8495997282810082,42,68,59,64,47,50,31,36,54,21,18,21,40,40,42,37,50
1804,Nigel Daniel,G,,20,1,LAE,2068,60,60,35.12882031474684,5.65,14.633333333333333,38.61047835990888,0.7833333333333333,2.8666666666666667,27.325581395348834,4.866666666666666,11.766666666666667,41.359773371104815,41.287015945330296,2.566666666666667,3.533333333333333,72.64150943396226,1,3.55,4.55,4.7,3.283333333333333,1.6166666666666667,0.15,0.6833333333333333,2.4166666666666665,14.65,1.2,2.6333333333333333,45.56962025316456,1.7666666666666666,4.933333333333334,35.810810810810814,1.9,4.2,45.23809523809524,3,0,0,0,12.476206443160216,1.4481097544581127,45.24956758092414,0.1958997722095672,0.24145785876993167,2.8135647145780864,10.338182106287949,6.511085001859415,22.105333878760156,2.1989782374063407,0.29111334838734343,16.862396000958675,23.204755469897872,-6.982322647420813,3.7068711794562765,87.65221753677575,101.72494389301569,-0.6255489641908907,0.9593326271638777,0.333783662972987,0.007601363438506743,-1.5599767466815528,-0.5046360380943593,-2.064612784775912,-0.03448044249787416,43,63,29,43,76,63,41,37,26,41,43,39,43,35,57,49,42
